product_id,product_name,category,sub_category,unit_price,weight_kg,supplier_id
PROD00340,Team Sports Item 340,Sports,TEAM SPORTS,8185.61,7.04,SUP0010
PROD00341,Comics Item 341,Books,comics,1188.08,7.84,SUP0039
PROD00342,Bags Item 342,Fashion,Bags,4040.5,24.89,SUP0003
PROD00343,Footwear Item 343,Fashion,Footwear,₹2758.22,8.0,SUP0003
PROD00344,academic item 344,Books,Academic,1271.82,15.33,SUP0039
PROD00345,COMICS ITEM 345,Books,COMICS,835.56,4.14,SUP0015
PROD00346,Storage Item 346,Home & Kitchen,storage,3162.08,15.45,SUP0045
PROD00347,Snacks Item 347,Grocery,Snacks,603.34,16.05,SUP0046
PROD00348,Laptops Item 348,Electronics,laptops,"31362.81,00",7.31,SUP0026
PROD00349,Watches Item 349,Fashion,Watches,4611.36,12.54,SUP0012
PROD00350,Watches Item 350,Fashion,watches,2364.25,6.29,SUP0045
PROD00351,Fiction Item 351,Books,Fiction,1480.79,15.32,SUP0011
PROD00352,Appliances Item 352,Home & Kitchen,APPLIANCES,2557.54,18.27,SUP0042
PROD00353,Women Clothing Item 353,Fashion,Women Clothing,3873.9,12.36,SUP0014
PROD00354,Accessories Item 354,ELECTRONICS,ACCESSORIES,"36206.08,00",3.75,SUP0042
PROD00355,Yoga Item 355,Sports,Yoga,1946.83,17.3,SUP0039
PROD00356,children item 356,BOOKS,Children,1658.32,21.09,SUP0005
PROD00357,Decor Item 357,Home & Kitchen,Decor,10483.07,24.68,SUP0031
PROD00358,Academic Item 358,Books,academic,1861.43,12.44,SUP0047
PROD00359,Outdoor Item 359,Sports,Outdoor,6329.52,20.0,SUP0027
PROD00360,Non-Fiction Item 360,Books,Non-Fiction,1062.22,0.2,SUP0044
PROD00361,Laptops Item 361,Electronics,Laptops,12043.93,3.93,SUP0030
PROD00362,Snacks Item 362,GROCERY,SNACKS,486.94,20.0,SUP0057
PROD00363,Headphones Item 363,Electronics,headphones,59025.32,18.8,SUP0046
PROD00364,Cameras Item 364,Electronics,CAMERAS,52684.4,0.98,SUP0013
PROD00365,Dairy Item 365,Grocery,DAIRY,1313.34,2.5,SUP0003
PROD00366,Fiction Item 366,BOOKS,Fiction,1405.09,2.22,SUP0030
PROD00367,ACADEMIC ITEM 367,BOOKS,academic,643.76,19.33,SUP0043
PROD00368,ACCESSORIES ITEM 368,Electronics,Accessories,33797.73,14.37,SUP0011
PROD00369,Snacks Item 369,Grocery,Snacks,176.77,14.92,SUP0038
PROD00370,Decor Item 370,Home & Kitchen,Decor,11412.28,14.22,SUP0006
PROD00371,staples item 371,Grocery,Staples,362.91,22.83,SUP0026
PROD00372,STORAGE ITEM 372,Home & Kitchen,Storage,1826.37,14.39,SUP0033
PROD00373,APPLIANCES ITEM 373,home & kitchen,Appliances,8061.27,24.35,SUP0025
PROD00374,Personal Care Item 374,Grocery,Personal Care,276.17,20.93,SUP0008
PROD00375,BEVERAGES ITEM 375,Grocery,Beverages,1034.55,16.14,SUP0004
PROD00376,Fiction Item 376,Books,Fiction,949.05,21.94,SUP0020
PROD00377,STAPLES ITEM 377,Grocery,Staples,-775.43,22.53,SUP0042
PROD00378,cookware item 378,home & kitchen,COOKWARE,3643.33,9.57,SUP0035
PROD00379,Cycling Item 379,Sports,Cycling,₹8752.81,16.23,SUP0010
PROD00380,Men Clothing Item 380,Fashion,Men Clothing,4068.52,11.39,SUP0028
PROD00381,WATCHES ITEM 381,Fashion,Watches,2974.1,9.21,SUP0003
PROD00382,Cycling Item 382,SPORTS,Cycling,8621.64,12.95,SUP0034
PROD00383,Fiction Item 383,Books,Fiction,₹1116.1,11.38,SUP0058
PROD00384,DECOR ITEM 384,Home & Kitchen,Decor,9024.9,14.47,SUP0037
PROD00385,Fitness Item 385,Sports,Fitness,2922.92,21.45,SUP0001
PROD00386,NON-FICTION ITEM 386,BOOKS,Non-Fiction,442.72,0.88,SUP0003
PROD00387,Watches Item 387,Fashion,WATCHES,2182.15,21.05,SUP0004
PROD00388,Watches Item 388,Fashion,watches,1646.56,11.89,SUP0010
PROD00389,Personal Care Item 389,grocery,personal care,80.71,10.82,SUP0059
PROD00390,Headphones Item 390,Electronics,HEADPHONES,39433.43,8.47,SUP0045
PROD00391,MOBILES ITEM 391,Electronics,Mobiles,1211.7,0.64,SUP0006
PROD00392,bags item 392,FASHION,bags,3598.76,14.17,SUP0042
PROD00393,storage item 393,HOME & KITCHEN,Storage,6883.64,19.26,SUP0017
PROD00394,Personal Care Item 394,GROCERY,Personal Care,411.7,15.28,SUP0012
PROD00395,Beverages Item 395,GROCERY,Beverages,403.31,19.44,SUP0002
PROD00396,Cameras Item 396,Electronics,CAMERAS,16352.97,10.93,SUP0055
PROD00397,Men Clothing Item 397,Fashion,MEN CLOTHING,3508.45,7.61,SUP0004
PROD00398,Team Sports Item 398,SPORTS,Team Sports,1930.86,4.82,SUP0045
PROD00399,Snacks Item 399,Grocery,Snacks,72.83,9.75,SUP0051
PROD00400,Snacks Item 400,Grocery,Snacks,83.37,11.49,SUP0044
PROD00401,Men Clothing Item 401,Fashion,Men Clothing,879.63,3.31,SUP0012
PROD00402,Cameras Item 402,Electronics,Cameras,36867.94,1.62,SUP0013
PROD00403,COMICS ITEM 403,books,Comics,1606.69,14.85,SUP0022
PROD00404,Footwear Item 404,FASHION,FOOTWEAR,2305.57,19.45,SUP0002
PROD00405,accessories item 405,electronics,Accessories,53271.45,13.1,SUP0027
PROD00406,Outdoor Item 406,Sports,Outdoor,3151.76,4.84,SUP0034
PROD00407,Yoga Item 407,sports,Yoga,2098.45,24.22,SUP0031
PROD00408,headphones item 408,ELECTRONICS,Headphones,17461.34,23.13,SUP0012
PROD00409,laptops item 409,Electronics,laptops,43423.48,8.19,SUP0007
PROD00410,men clothing item 410,Fashion,men clothing,2525.16,3.45,SUP0047
PROD00411,Furniture Item 411,Home & Kitchen,Furniture,4316.97,5.54,SUP0019
PROD00412,outdoor item 412,Sports,Outdoor,5313.33,11.86,SUP0030
PROD00413,Women Clothing Item 413,Fashion,Women Clothing,₹2981.44,24.51,SUP0003
PROD00414,Dairy Item 414,GROCERY,dairy,165.04,17.34,SUP0027
PROD00415,Fiction Item 415,Books,Fiction,1208.54,11.62,SUP0009
PROD00416,Storage Item 416,Home & Kitchen,Storage,9465.48,18.83,SUP0045
PROD00417,Fiction Item 417,Books,fiction,,9.6,SUP0030
PROD00418,Fitness Item 418,sports,Fitness,5488.41,18.82,SUP0056
PROD00419,Footwear Item 419,Fashion,Footwear,1483.32,13.19,SUP0008
PROD00420,Storage Item 420,home & kitchen,Storage,14188.68,11.47,SUP0006
PROD00421,Mobiles Item 421,ELECTRONICS,Mobiles,₹10303.59,10.44,SUP0044
PROD00422,Snacks Item 422,Grocery,Snacks,363.85,8.6,SUP0042
PROD00423,Yoga Item 423,SPORTS,yoga,1883.02,24.27,SUP0050
PROD00424,BAGS ITEM 424,Fashion,Bags,3616.7,3.88,SUP0016
PROD00425,Staples Item 425,Grocery,Staples,1005.02,24.39,SUP0035
PROD00426,beverages item 426,Grocery,Beverages,1455.82,7.42,SUP0058
PROD00427,Outdoor Item 427,Sports,Outdoor,"1300.69,00",16.97,SUP0008
PROD00428,Staples Item 428,Grocery,Staples,883.48,0.61,SUP0035
PROD00429,Cycling Item 429,SPORTS,Cycling,9102.78,21.35,SUP0024
PROD00430,Storage Item 430,Home & Kitchen,Storage,10958.62,20.15,SUP0003
PROD00431,YOGA ITEM 431,Sports,yoga,9869.06,18.92,SUP0006
PROD00432,Bags Item 432,Fashion,Bags,2926.0,20.58,SUP0020
PROD00433,beverages item 433,Grocery,Beverages,1434.92,22.32,SUP0027
PROD00434,Mobiles Item 434,Electronics,MOBILES,46000.74,6.48,SUP0044
PROD00435,Yoga Item 435,Sports,Yoga,4718.23,1.37,SUP0024
PROD00436,Decor Item 436,Home & Kitchen,Decor,7780.92,13.62,SUP0056
PROD00437,decor item 437,home & kitchen,Decor,12376.23,8.54,SUP0059
PROD00438,BAGS ITEM 438,FASHION,BAGS,4190.8,11.54,SUP0005
PROD00439,Decor Item 439,home & kitchen,Decor,6712.78,7.65,SUP0048
PROD00440,WOMEN CLOTHING ITEM 440,FASHION,Women Clothing,₹1207.24,12.13,SUP0028
PROD00441,Yoga Item 441,sports,Yoga,6742.35,23.01,SUP0014
PROD00442,Mobiles Item 442,ELECTRONICS,Mobiles,9160.64,15.34,SUP0033
PROD00443,Accessories Item 443,Electronics,Accessories,13411.39,5.39,SUP0033
PROD00444,WATCHES ITEM 444,FASHION,WATCHES,715.16,19.05,SUP0021
PROD00445,decor item 445,Home & Kitchen,Decor,5022.51,24.41,SUP0029
PROD00446,Beverages Item 446,Grocery,BEVERAGES,1409.84,16.82,SUP0026
PROD00447,Watches Item 447,Fashion,watches,3034.67,8.5,SUP0039
PROD00448,Personal Care Item 448,Grocery,Personal Care,424.0,11.92,SUP0039
PROD00449,WATCHES ITEM 449,fashion,Watches,,1.75,SUP0044
PROD00450,Furniture Item 450,home & kitchen,Furniture,11438.55,7.37,SUP0032
PROD00451,YOGA ITEM 451,Sports,Yoga,1367.51,11.09,SUP0003
PROD00452,Furniture Item 452,Home & Kitchen,furniture,10778.49,17.15,SUP0037
PROD00453,Cameras Item 453,Electronics,Cameras,-16171.76,14.78,SUP0009
PROD00454,Headphones Item 454,ELECTRONICS,Headphones,23144.12,7.84,SUP0006
PROD00455,FURNITURE ITEM 455,Home & Kitchen,Furniture,6994.5,17.41,SUP0038
PROD00456,Appliances Item 456,Home & Kitchen,Appliances,10409.33,4.21,SUP0020
PROD00457,ACCESSORIES ITEM 457,Electronics,ACCESSORIES,13237.77,17.96,SUP0038
PROD00458,Cycling Item 458,Sports,Cycling,5145.47,7.87,SUP0027
PROD00459,Outdoor Item 459,Sports,Outdoor,5092.2,23.46,SUP0018
PROD00460,Dairy Item 460,Grocery,DAIRY,704.48,21.11,SUP0027
PROD00461,Watches Item 461,Fashion,Watches,1577.81,0.74,SUP0052
PROD00462,PERSONAL CARE ITEM 462,Grocery,Personal Care,221.92,4.44,SUP0055
PROD00463,Mobiles Item 463,ELECTRONICS,MOBILES,19177.33,9.95,SUP0054
PROD00464,Children Item 464,Books,Children,577.69,5.99,SUP0008
PROD00465,Comics Item 465,Books,Comics,506.02,10.24,SUP0056
PROD00466,HEADPHONES ITEM 466,Electronics,Headphones,32971.83,9.23,SUP0020
PROD00467,Fiction Item 467,books,Fiction,1921.08,20.32,SUP0008
PROD00468,Cameras Item 468,Electronics,Cameras,55686.69,4.05,SUP0029
PROD00469,Snacks Item 469,Grocery,Snacks,747.7,10.59,SUP0059
PROD00470,Fitness Item 470,Sports,FITNESS,,16.06,SUP0041
PROD00471,Footwear Item 471,Fashion,Footwear,594.71,21.18,SUP0044
PROD00472,Non-Fiction Item 472,Books,NON-FICTION,886.96,21.92,SUP0040
PROD00473,Accessories Item 473,ELECTRONICS,Accessories,39002.85,10.06,SUP0028
PROD00474,Bags Item 474,Fashion,bags,3649.2,17.85,SUP0013
PROD00475,COMICS ITEM 475,books,comics,1480.47,4.55,SUP0051
PROD00476,cycling item 476,Sports,Cycling,301.14,17.34,SUP0044
PROD00477,Team Sports Item 477,Sports,TEAM SPORTS,4815.14,16.79,SUP0052
PROD00478,Appliances Item 478,Home & Kitchen,Appliances,6011.25,6.54,SUP0033
PROD00479,Headphones Item 479,electronics,Headphones,42760.21,7.06,SUP0024
PROD00480,Team Sports Item 480,SPORTS,TEAM SPORTS,5014.49,23.08,SUP0041
PROD00481,Women Clothing Item 481,Fashion,WOMEN CLOTHING,"1449.08,00",8.95,SUP0046
PROD00482,non-fiction item 482,Books,NON-FICTION,1066.11,22.28,SUP0038
PROD00483,Outdoor Item 483,Sports,OUTDOOR,8896.2,17.03,SUP0026
PROD00484,Furniture Item 484,Home & Kitchen,Furniture,10659.44,8.27,SUP0003
PROD00485,Children Item 485,books,Children,1512.96,15.08,SUP0006
PROD00486,Snacks Item 486,Grocery,Snacks,615.55,7.5,SUP0052
PROD00487,CHILDREN ITEM 487,Books,Children,1782.17,14.1,SUP0028
PROD00488,Watches Item 488,Fashion,watches,646.15,23.27,SUP0034
PROD00489,Snacks Item 489,Grocery,Snacks,209.13,7.42,SUP0004
PROD00490,Cycling Item 490,sports,cycling,3683.48,0.46,SUP0048
PROD00491,Snacks Item 491,Grocery,snacks,889.07,6.66,SUP0042
PROD00492,Accessories Item 492,Electronics,Accessories,15929.4,11.53,SUP0026
PROD00493,staples item 493,Grocery,Staples,1017.23,3.17,SUP0001
PROD00494,MEN CLOTHING ITEM 494,Fashion,MEN CLOTHING,3313.39,7.56,SUP0030
PROD00495,WATCHES ITEM 495,Fashion,Watches,2463.15,1.32,SUP0001
PROD00496,Personal Care Item 496,Grocery,personal care,450.35,15.31,SUP0044
PROD00497,Accessories Item 497,Electronics,ACCESSORIES,1631.67,15.59,SUP0042
PROD00498,FURNITURE ITEM 498,home & kitchen,Furniture,7688.39,17.89,SUP0030
PROD00499,staples item 499,Grocery,Staples,940.33,3.27,SUP0013
PROD00500,STAPLES ITEM 500,GROCERY,Staples,551.0,21.49,SUP0033
PROD00501,Outdoor Item 501,Sports,Outdoor,3681.36,6.72,SUP0010
PROD00502,MOBILES ITEM 502,Electronics,Mobiles,55634.61,19.56,SUP0040
PROD00503,Men Clothing Item 503,Fashion,MEN CLOTHING,4572.73,2.53,SUP0042
PROD00504,Watches Item 504,Fashion,Watches,3892.25,6.69,SUP0046
PROD00505,Bags Item 505,Fashion,Bags,1295.27,19.88,SUP0024
PROD00506,children item 506,Books,Children,215.85,16.52,SUP0042
PROD00507,children item 507,Books,Children,1470.67,8.64,SUP0053
PROD00508,Comics Item 508,Books,COMICS,1424.89,19.55,SUP0026
PROD00509,Team Sports Item 509,sports,TEAM SPORTS,5499.74,7.84,SUP0022
PROD00510,Yoga Item 510,SPORTS,Yoga,5151.69,6.53,SUP0033
PROD00511,Cameras Item 511,Electronics,cameras,18228.69,22.36,SUP0041
PROD00512,Decor Item 512,Home & Kitchen,DECOR,8655.57,12.94,SUP0013
PROD00513,Comics Item 513,Books,Comics,947.16,13.18,SUP0038
PROD00514,Cycling Item 514,SPORTS,Cycling,7370.83,12.67,SUP0032
PROD00515,FITNESS ITEM 515,Sports,FITNESS,5678.46,21.32,SUP0008
PROD00516,Men Clothing Item 516,fashion,men clothing,4956.9,1.26,SUP0058
PROD00517,Comics Item 517,Books,Comics,687.74,8.48,SUP0025
PROD00518,bags item 518,Fashion,Bags,3856.06,15.61,SUP0025
PROD00519,Comics Item 519,BOOKS,Comics,1612.5,14.05,SUP0008
PROD00520,YOGA ITEM 520,Sports,yoga,5125.86,13.32,SUP0042
PROD00521,CHILDREN ITEM 521,Books,Children,₹1737.61,10.95,SUP0027
PROD00522,Mobiles Item 522,Electronics,MOBILES,58797.27,16.98,SUP0004
PROD00523,Headphones Item 523,electronics,Headphones,23701.41,5.1,SUP0049
PROD00524,cycling item 524,Sports,Cycling,841.49,22.85,SUP0002
PROD00525,Bags Item 525,Fashion,Bags,802.74,3.6,SUP0035
PROD00526,dairy item 526,grocery,Dairy,₹1247.47,23.34,SUP0031
PROD00527,Furniture Item 527,Home & Kitchen,Furniture,825.45,3.12,SUP0009
PROD00528,Bags Item 528,Fashion,Bags,4049.87,6.86,SUP0043
PROD00529,Team Sports Item 529,Sports,Team Sports,4869.98,10.36,SUP0058
PROD00530,mobiles item 530,Electronics,Mobiles,32549.64,15.05,SUP0025
PROD00531,Mobiles Item 531,Electronics,Mobiles,28030.21,8.98,SUP0006
PROD00532,Women Clothing Item 532,Fashion,Women Clothing,₹4843.02,24.61,SUP0041
PROD00533,Beverages Item 533,Grocery,Beverages,1029.93,1.67,SUP0017
PROD00534,Academic Item 534,Books,Academic,579.8,11.38,SUP0040
PROD00535,storage item 535,Home & Kitchen,Storage,"1957.51,00",18.04,SUP0004
PROD00536,cameras item 536,Electronics,CAMERAS,12079.18,1.91,SUP0016
PROD00537,Fiction Item 537,BOOKS,Fiction,1696.8,11.87,SUP0042
PROD00538,Men Clothing Item 538,Fashion,Men Clothing,-3173.92,0.88,SUP0021
PROD00539,Cameras Item 539,electronics,Cameras,3759.94,10.07,SUP0040
PROD00540,Children Item 540,Books,CHILDREN,744.61,19.58,SUP0030
PROD00541,Accessories Item 541,electronics,Accessories,42941.31,12.06,SUP0040
PROD00542,Laptops Item 542,electronics,Laptops,19044.18,3.73,SUP0020
PROD00543,Yoga Item 543,Sports,Yoga,5682.61,24.41,SUP0041
PROD00544,COMICS ITEM 544,Books,Comics,1929.79,10.5,SUP0011
PROD00545,Beverages Item 545,grocery,beverages,710.47,20.38,SUP0052
PROD00546,HEADPHONES ITEM 546,electronics,headphones,1088.58,9.03,SUP0003
PROD00547,Furniture Item 547,Home & Kitchen,Furniture,₹2801.34,16.95,SUP0025
PROD00548,FOOTWEAR ITEM 548,FASHION,Footwear,1974.28,10.87,SUP0046
PROD00549,Women Clothing Item 549,Fashion,Women Clothing,3532.9,14.7,SUP0055
PROD00550,headphones item 550,Electronics,Headphones,52434.66,16.6,SUP0005
PROD00551,Team Sports Item 551,Sports,Team Sports,7006.19,6.74,SUP0026
PROD00552,Women Clothing Item 552,FASHION,WOMEN CLOTHING,2369.98,21.07,SUP0017
PROD00553,dairy item 553,GROCERY,Dairy,939.27,20.12,SUP0021
PROD00554,Cookware Item 554,Home & Kitchen,Cookware,12662.66,2.51,SUP0005
PROD00555,Academic Item 555,Books,ACADEMIC,1247.27,21.38,SUP0046
PROD00556,Decor Item 556,Home & Kitchen,decor,6146.6,12.84,SUP0049
PROD00557,Non-Fiction Item 557,Books,Non-Fiction,976.12,7.86,SUP0013
PROD00558,Personal Care Item 558,Grocery,Personal Care,1313.15,16.49,SUP0023
PROD00559,Dairy Item 559,Grocery,Dairy,67.67,14.23,SUP0052
PROD00560,BEVERAGES ITEM 560,Grocery,BEVERAGES,722.67,7.65,SUP0011
PROD00561,Children Item 561,BOOKS,Children,542.01,1.8,SUP0004
PROD00562,Personal Care Item 562,Grocery,Personal Care,727.81,3.29,SUP0014
PROD00563,Bags Item 563,Fashion,Bags,1689.51,11.17,SUP0053
PROD00564,Cycling Item 564,Sports,Cycling,8833.74,17.81,SUP0020
PROD00565,beverages item 565,Grocery,beverages,589.3,17.48,SUP0003
PROD00566,CHILDREN ITEM 566,BOOKS,Children,1037.12,13.84,SUP0024
PROD00567,Storage Item 567,home & kitchen,STORAGE,7665.06,9.56,SUP0048
PROD00568,COOKWARE ITEM 568,Home & Kitchen,Cookware,10103.89,17.85,SUP0029
PROD00569,Men Clothing Item 569,fashion,MEN CLOTHING,₹1050.74,6.87,SUP0029
PROD00570,Children Item 570,Books,CHILDREN,1460.9,9.8,SUP0020
PROD00571,BEVERAGES ITEM 571,Grocery,BEVERAGES,155.25,4.84,SUP0043
PROD00572,Non-Fiction Item 572,BOOKS,non-fiction,1290.52,23.36,SUP0026
PROD00573,DECOR ITEM 573,Home & Kitchen,Decor,4846.17,16.27,SUP0024
PROD00574,Cycling Item 574,Sports,Cycling,8534.56,15.02,SUP0003
PROD00575,Non-Fiction Item 575,Books,Non-Fiction,1015.53,15.23,SUP0038
PROD00576,YOGA ITEM 576,Sports,yoga,1415.75,6.13,SUP0006
PROD00577,Watches Item 577,FASHION,Watches,381.95,6.99,SUP0042
PROD00578,Staples Item 578,Grocery,Staples,527.24,24.71,SUP0052
PROD00579,DAIRY ITEM 579,grocery,Dairy,1307.4,3.58,SUP0014
PROD00580,Women Clothing Item 580,Fashion,women clothing,2245.95,7.61,SUP0037
PROD00581,Snacks Item 581,GROCERY,Snacks,716.66,3.94,SUP0042
PROD00582,Headphones Item 582,Electronics,headphones,35913.41,15.17,SUP0005
PROD00583,Men Clothing Item 583,Fashion,MEN CLOTHING,2603.36,9.36,SUP0032
PROD00584,Mobiles Item 584,Electronics,MOBILES,23397.15,12.76,SUP0032
PROD00585,Personal Care Item 585,Grocery,PERSONAL CARE,1223.43,16.15,SUP0017
PROD00586,Bags Item 586,Fashion,bags,3380.5,17.67,SUP0003
PROD00587,Beverages Item 587,Grocery,BEVERAGES,1452.17,10.32,SUP0057
PROD00588,TEAM SPORTS ITEM 588,Sports,Team Sports,7050.29,12.32,SUP0007
PROD00589,academic item 589,books,Academic,444.95,11.29,SUP0053
PROD00590,footwear item 590,Fashion,Footwear,4383.75,2.19,SUP0008
PROD00591,Personal Care Item 591,Grocery,Personal Care,1132.66,2.47,SUP0034
PROD00592,Storage Item 592,Home & Kitchen,Storage,6527.39,23.53,SUP0043
PROD00593,Cookware Item 593,Home & Kitchen,Cookware,6116.85,13.29,SUP0040
PROD00594,Cycling Item 594,Sports,Cycling,9430.99,21.84,SUP0003
PROD00595,CYCLING ITEM 595,Sports,Cycling,9328.54,21.43,SUP0058
PROD00596,Non-Fiction Item 596,Books,Non-Fiction,1045.56,20.82,SUP0036
PROD00597,Cameras Item 597,Electronics,Cameras,39927.21,17.91,SUP0011
PROD00598,Furniture Item 598,Home & Kitchen,Furniture,14279.83,12.32,SUP0051
PROD00599,fitness item 599,sports,fitness,3940.17,21.41,SUP0052
PROD00600,MOBILES ITEM 600,ELECTRONICS,Mobiles,20744.15,9.54,SUP0048
PROD00450,Furniture Item 450,home & kitchen,Furniture,11438.55,7.37,SUP0032
PROD00142,appliances item 142,Home & Kitchen,Appliances,10243.47,17.84,SUP0006
PROD00132,Outdoor Item 132,Sports,Outdoor,7256.12,5.79,SUP0037
PROD00312,Comics Item 312,BOOKS,COMICS,691.31,24.95,SUP0030
PROD00177,BAGS ITEM 177,FASHION,Bags,3014.9,23.84,SUP0016
PROD00135,Cookware Item 135,Home & Kitchen,cookware,9305.31,0.35,SUP0034
PROD00552,Women Clothing Item 552,FASHION,WOMEN CLOTHING,2369.98,21.07,SUP0017
PROD00153,Mobiles Item 153,Electronics,Mobiles,49963.41,2.49,SUP0047
