shipment_id,order_id,ship_date,delivery_date,carrier,shipping_cost,delivery_status,delivery_days,ship_month
Shp001742,Ord001742,2022-06-15,2022-06-18,Dtdc,648.87,Returned To Origin,3,2022-06
Shp001743,Ord001743,2022-07-18,2022-07-24,Dtdc,504.11,Returned To Origin,6,2022-07
Shp001744,Ord001744,2022-02-21,2022-02-24,Dtdc,488.29,Delayed,3,2022-02
Shp001745,Ord001745,2023-03-31,2023-04-05,Bluedart,267.04,In Transit,5,2023-03
Shp001746,Ord001746,2024-12-21,2024-12-22,Fedex,887.98,Delayed,1,2024-12
Shp001747,Ord001747,2022-08-27,2022-08-30,Ekart,79.68,Returned To Origin,3,2022-08
Shp001748,Ord001748,2022-06-04,2022-06-19,Fedex,331.78,Returned To Origin,15,2022-06
Shp001749,Ord001749,2022-08-13,2022-08-20,Fedex,214.71,Delivered,7,2022-08
Shp001750,Ord001750,2023-08-30,2023-09-09,Xpressbees,332.94,Returned To Origin,10,2023-08
Shp001751,Ord001751,2023-02-19,2023-02-20,Bluedart,630.68,Delivered,1,2023-02
Shp001752,Ord001752,2022-03-23,2022-04-02,Xpressbees,249.94,Delayed,10,2022-03
Shp001753,Ord001753,2022-06-22,2022-06-25,Dtdc,71.61,Delayed,3,2022-06
Shp001755,Ord001755,2024-09-12,2024-09-16,Xpressbees,310.88,Returned To Origin,4,2024-09
Shp001756,Ord001756,2024-05-05,2024-05-09,Fedex,896.44,Delayed,4,2024-05
Shp001757,Ord001757,2022-02-09,2022-02-16,Ekart,391.2,Lost,7,2022-02
Shp001758,Ord001758,2023-03-26,2023-04-10,Xpressbees,545.57,Delivered,15,2023-03
Shp001759,Ord001759,2022-03-24,2022-03-27,Indiapost,802.01,Delivered,3,2022-03
Shp001760,Ord001760,2023-07-30,2023-08-14,Xpressbees,473.41,Delayed,15,2023-07
Shp001762,Ord001762,2024-11-27,2024-12-02,Xpressbees,740.44,Returned To Origin,5,2024-11
Shp001763,Ord001763,2022-06-17,2022-06-20,Fedex,160.82,In Transit,3,2022-06
Shp001764,Ord001764,2022-02-17,2022-02-24,Bluedart,721.35,Delayed,7,2022-02
Shp001765,Ord001765,2023-11-28,2023-12-13,Delhivery,746.2,Returned To Origin,15,2023-11
Shp001766,Ord001766,2024-06-19,2024-06-22,Bluedart,546.35,Delivered,3,2024-06
Shp001767,Ord001767,2023-12-05,2023-12-12,Delhivery,781.93,In Transit,7,2023-12
Shp001768,Ord001768,2022-10-31,2022-11-06,Bluedart,48.99,Lost,6,2022-10
Shp001769,Ord001769,2024-09-13,2024-09-17,Delhivery,614.36,Lost,4,2024-09
Shp001770,Ord001770,2022-06-18,2022-06-24,Delhivery,227.43,Lost,6,2022-06
Shp001771,Ord001771,2024-12-30,2025-01-07,Ekart,59.07,Delivered,8,2024-12
Shp001772,Ord001772,2022-04-18,2022-04-21,Indiapost,353.24,Delivered,3,2022-04
Shp001773,Ord001773,2024-09-12,2024-09-14,Dtdc,865.62,In Transit,2,2024-09
Shp001774,Ord001774,2022-07-12,2022-07-15,Ekart,220.02,Delivered,3,2022-07
Shp001775,Ord001775,2023-01-01,2023-01-11,Fedex,355.31,Delivered,10,2023-01
Shp001776,Ord001776,2022-01-05,2022-01-20,Bluedart,488.07,Lost,15,2022-01
Shp001777,Ord001777,2022-03-11,2022-03-19,Ekart,554.05,Delayed,8,2022-03
Shp001778,Ord001778,2022-08-12,2022-08-27,Fedex,550.26,Delivered,15,2022-08
Shp001779,Ord001779,2024-01-11,2024-01-15,Xpressbees,696.24,In Transit,4,2024-01
Shp001780,Ord001780,2024-04-18,2024-04-22,Bluedart,632.78,In Transit,4,2024-04
Shp001782,Ord001782,2022-08-17,2022-08-20,Delhivery,824.39,Delayed,3,2022-08
Shp001783,Ord001783,2022-05-07,2022-05-08,Delhivery,844.42,Returned To Origin,1,2022-05
Shp001784,Ord001784,2022-02-11,2022-02-16,Indiapost,851.15,Returned To Origin,5,2022-02
Shp001785,Ord001785,2024-04-26,2024-05-02,Delhivery,770.04,Delayed,6,2024-04
Shp001786,Ord001786,2022-05-10,2022-05-13,Fedex,531.65,Lost,3,2022-05
Shp001787,Ord001787,2024-02-01,2024-02-03,Xpressbees,38.17,Lost,2,2024-02
Shp001788,Ord001788,2024-11-17,2024-11-24,Xpressbees,217.59,Delivered,7,2024-11
Shp001789,Ord001789,2023-07-30,2023-08-07,Delhivery,299.52,Returned To Origin,8,2023-07
Shp001790,Ord001790,2022-12-14,2022-12-16,Dtdc,564.68,Returned To Origin,2,2022-12
Shp001791,Ord001791,2022-11-23,2022-12-01,Xpressbees,659.95,Delivered,8,2022-11
Shp001792,Ord001792,2023-11-11,2023-11-17,Xpressbees,430.14,In Transit,6,2023-11
Shp001793,Ord001793,2023-11-20,2023-11-24,Xpressbees,419.23,Delayed,4,2023-11
Shp001794,Ord001794,2022-11-23,2022-11-30,Ekart,574.1,In Transit,7,2022-11
Shp001795,Ord001795,2023-07-21,2023-08-05,Fedex,621.09,Lost,15,2023-07
Shp001796,Ord001796,2023-09-21,2023-09-25,Bluedart,226.84,Returned To Origin,4,2023-09
Shp001798,Ord001798,2023-05-14,2023-05-21,Bluedart,618.23,Delivered,7,2023-05
Shp001799,Ord001799,2024-12-24,2025-01-01,Ekart,761.89,In Transit,8,2024-12
Shp001801,Ord001801,2024-04-03,2024-04-10,Dtdc,607.94,Delivered,7,2024-04
Shp001803,Ord001803,2024-11-18,2024-11-24,Xpressbees,666.8,Lost,6,2024-11
Shp001805,Ord001805,2022-07-13,2022-07-16,Delhivery,514.61,Returned To Origin,3,2022-07
Shp001806,Ord001806,2024-05-28,2024-06-03,Bluedart,782.8,In Transit,6,2024-05
Shp001807,Ord001807,2022-03-20,2022-03-23,Indiapost,294.27,In Transit,3,2022-03
Shp001808,Ord001808,2023-11-28,2023-12-01,Bluedart,594.45,Returned To Origin,3,2023-11
Shp001809,Ord001809,2022-08-15,2022-08-18,Dtdc,702.64,In Transit,3,2022-08
Shp001810,Ord001810,2024-01-03,2024-01-13,Ekart,305.56,In Transit,10,2024-01
Shp001811,Ord001811,2024-01-24,2024-01-25,Xpressbees,99.94,Returned To Origin,1,2024-01
Shp001812,Ord001812,2022-02-19,2022-02-24,Bluedart,556.46,Lost,5,2022-02
Shp001813,Ord001813,2022-09-13,2022-09-16,Ekart,237.91,Returned To Origin,3,2022-09
Shp001814,Ord001814,2022-03-11,2022-03-13,Xpressbees,181.26,Returned To Origin,2,2022-03
Shp001817,Ord001817,2023-01-15,2023-01-17,Delhivery,512.1,Lost,2,2023-01
Shp001819,Ord001819,2024-02-14,2024-02-15,Indiapost,573.55,In Transit,1,2024-02
Shp001820,Ord001820,2022-04-08,2022-04-14,Dtdc,134.97,In Transit,6,2022-04
Shp001821,Ord001821,2024-09-13,2024-09-16,Ekart,642.82,Lost,3,2024-09
Shp001822,Ord001822,2024-05-18,2024-05-26,Bluedart,536.83,Lost,8,2024-05
Shp001823,Ord001823,2024-09-19,2024-09-24,Bluedart,326.82,Delivered,5,2024-09
Shp001824,Ord001824,2022-09-12,2022-09-27,Dtdc,671.18,Delivered,15,2022-09
Shp001825,Ord001825,2024-01-06,2024-01-10,Indiapost,310.58,Delayed,4,2024-01
Shp001827,Ord001827,2022-01-21,2022-01-31,Fedex,49.96,Lost,10,2022-01
Shp001829,Ord001829,2022-03-28,2022-03-30,Indiapost,439.76,Delivered,2,2022-03
Shp001830,Ord001830,2023-04-06,2023-04-08,Ekart,532.94,Delivered,2,2023-04
Shp001831,Ord001831,2022-05-24,2022-05-26,Ekart,834.96,Returned To Origin,2,2022-05
Shp001832,Ord001832,2022-08-21,2022-08-27,Xpressbees,715.74,Delayed,6,2022-08
Shp001833,Ord001833,2023-04-22,2023-04-29,Dtdc,712.21,Delayed,7,2023-04
Shp001836,Ord001836,2022-11-28,2022-11-29,Xpressbees,511.57,Lost,1,2022-11
Shp001837,Ord001837,2023-04-12,2023-04-17,Fedex,256.04,Delayed,5,2023-04
Shp001838,Ord001838,2024-02-20,2024-02-25,Bluedart,510.26,In Transit,5,2024-02
Shp001839,Ord001839,2024-09-21,2024-09-26,Xpressbees,399.5,Returned To Origin,5,2024-09
Shp001841,Ord001841,2024-09-30,2024-10-08,Dtdc,167.39,Returned To Origin,8,2024-09
Shp001843,Ord001843,2022-05-25,2022-05-26,Dtdc,394.19,Delayed,1,2022-05
Shp001844,Ord001844,2023-11-23,2023-12-03,Bluedart,51.29,Returned To Origin,10,2023-11
Shp001845,Ord001845,2023-12-11,2023-12-14,Dtdc,189.75,Returned To Origin,3,2023-12
Shp001846,Ord001846,2022-04-26,2022-04-29,Indiapost,465.24,Delivered,3,2022-04
Shp001847,Ord001847,2022-12-17,2022-12-18,Ekart,679.15,In Transit,1,2022-12
Shp001848,Ord001848,2023-04-16,2023-04-21,Dtdc,866.26,Returned To Origin,5,2023-04
Shp001851,Ord001851,2022-03-22,2022-03-30,Ekart,822.03,Returned To Origin,8,2022-03
Shp001855,Ord001855,2023-02-19,2023-02-24,Delhivery,584.28,Returned To Origin,5,2023-02
Shp001856,Ord001856,2023-11-11,2023-11-14,Dtdc,767.1,Delayed,3,2023-11
Shp001857,Ord001857,2024-11-14,2024-11-15,Bluedart,623.06,In Transit,1,2024-11
Shp001858,Ord001858,2022-07-15,2022-07-18,Xpressbees,741.92,Delayed,3,2022-07
Shp001860,Ord001860,2024-05-14,2024-05-19,Dtdc,89.05,Returned To Origin,5,2024-05
Shp001862,Ord001862,2023-03-29,2023-04-05,Indiapost,121.68,Lost,7,2023-03
Shp001863,Ord001863,2022-08-02,2022-08-03,Delhivery,513.01,Lost,1,2022-08
Shp001864,Ord001864,2022-07-13,2022-07-20,Xpressbees,67.83,Delivered,7,2022-07
Shp001865,Ord001865,2023-02-17,2023-02-22,Ekart,75.88,Returned To Origin,5,2023-02
Shp001866,Ord001866,2024-11-07,2024-11-22,Fedex,396.33,Lost,15,2024-11
Shp001867,Ord001867,2022-11-12,2022-11-17,Xpressbees,414.42,In Transit,5,2022-11
Shp001868,Ord001868,2022-03-11,2022-03-17,Fedex,354.95,In Transit,6,2022-03
Shp001869,Ord001869,2022-05-23,2022-05-29,Xpressbees,243.68,In Transit,6,2022-05
Shp001871,Ord001871,2024-01-27,2024-01-30,Dtdc,30.98,Delivered,3,2024-01
Shp001872,Ord001872,2022-02-19,2022-02-23,Delhivery,325.17,Delivered,4,2022-02
Shp001873,Ord001873,2023-11-24,2023-11-30,Bluedart,681.12,Delivered,6,2023-11
Shp001874,Ord001874,2024-01-09,2024-01-12,Dtdc,321.46,Lost,3,2024-01
Shp001875,Ord001875,2022-11-29,2022-12-01,Bluedart,195.25,Delivered,2,2022-11
Shp001877,Ord001877,2022-11-07,2022-11-17,Dtdc,152.9,Lost,10,2022-11
Shp001878,Ord001878,2022-01-05,2022-01-15,Delhivery,535.25,Returned To Origin,10,2022-01
Shp001879,Ord001879,2023-01-20,2023-01-23,Xpressbees,192.75,Delivered,3,2023-01
Shp001881,Ord001881,2022-11-24,2022-11-28,Dtdc,873.47,Delayed,4,2022-11
Shp001882,Ord001882,2024-07-30,2024-08-02,Bluedart,481.03,Lost,3,2024-07
Shp001883,Ord001883,2022-09-11,2022-09-18,Indiapost,515.47,In Transit,7,2022-09
Shp001884,Ord001884,2024-09-04,2024-09-12,Bluedart,711.89,Returned To Origin,8,2024-09
Shp001885,Ord001885,2024-09-20,2024-09-25,Fedex,277.05,Delayed,5,2024-09
Shp001886,Ord001886,2024-05-09,2024-05-11,Indiapost,436.91,Returned To Origin,2,2024-05
Shp001887,Ord001887,2022-06-10,2022-06-13,Fedex,849.84,In Transit,3,2022-06
Shp001889,Ord001889,2022-11-01,2022-11-16,Bluedart,264.45,In Transit,15,2022-11
Shp001890,Ord001890,2022-11-02,2022-11-12,Ekart,33.64,Returned To Origin,10,2022-11
Shp001891,Ord001891,2023-09-16,2023-09-21,Xpressbees,535.54,Returned To Origin,5,2023-09
Shp001892,Ord001892,2022-06-05,2022-06-15,Fedex,798.78,Returned To Origin,10,2022-06
Shp001893,Ord001893,2024-10-18,2024-11-02,Xpressbees,493.21,In Transit,15,2024-10
Shp001894,Ord001894,2023-07-19,2023-08-03,Ekart,577.48,Delayed,15,2023-07
Shp001895,Ord001895,2022-01-10,2022-01-13,Indiapost,827.0,Delayed,3,2022-01
Shp001896,Ord001896,2024-08-18,2024-08-22,Xpressbees,62.16,In Transit,4,2024-08
Shp001897,Ord001897,2023-11-09,2023-11-17,Fedex,700.07,Delivered,8,2023-11
Shp001898,Ord001898,2023-09-23,2023-10-08,Ekart,151.23,Delayed,15,2023-09
Shp001899,Ord001899,2024-01-18,2024-01-28,Fedex,830.02,In Transit,10,2024-01
Shp001900,Ord001900,2023-05-28,2023-05-29,Ekart,571.06,In Transit,1,2023-05
Shp001901,Ord001901,2022-11-09,2022-11-16,Fedex,627.57,Delivered,7,2022-11
Shp001902,Ord001902,2023-03-16,2023-03-22,Bluedart,486.99,In Transit,6,2023-03
Shp001903,Ord001903,2024-03-03,2024-03-18,Fedex,822.11,Delayed,15,2024-03
Shp001905,Ord001905,2023-10-05,2023-10-07,Delhivery,683.05,Delivered,2,2023-10
Shp001907,Ord001907,2023-09-04,2023-09-08,Ekart,207.83,Returned To Origin,4,2023-09
Shp001908,Ord001908,2023-10-19,2023-10-22,Xpressbees,211.91,Delivered,3,2023-10
Shp001909,Ord001909,2022-06-19,2022-06-24,Indiapost,454.98,Delivered,5,2022-06
Shp001910,Ord001910,2022-10-16,2022-10-31,Delhivery,297.73,Delivered,15,2022-10
Shp001911,Ord001911,2024-06-19,2024-07-04,Indiapost,,Delivered,15,2024-06
Shp001912,Ord001912,2024-12-05,2024-12-11,Xpressbees,259.21,Delayed,6,2024-12
Shp001913,Ord001913,2024-02-03,2024-02-10,Ekart,592.52,In Transit,7,2024-02
Shp001916,Ord001916,2024-10-21,2024-10-27,Dtdc,555.74,Delayed,6,2024-10
Shp001917,Ord001917,2022-11-07,2022-11-12,Bluedart,253.0,Delivered,5,2022-11
Shp001918,Ord001918,2023-04-27,2023-05-02,Fedex,697.45,In Transit,5,2023-04
Shp001919,Ord001919,2022-10-08,2022-10-09,Ekart,136.33,Returned To Origin,1,2022-10
Shp001920,Ord001920,2023-04-19,2023-04-24,Delhivery,427.72,Delayed,5,2023-04
Shp001921,Ord001921,2024-11-05,2024-11-06,Ekart,278.99,In Transit,1,2024-11
Shp001922,Ord001922,2024-04-21,2024-05-06,Xpressbees,300.76,In Transit,15,2024-04
Shp001924,Ord001924,2022-06-20,2022-06-25,Delhivery,439.61,Lost,5,2022-06
Shp001925,Ord001925,2023-06-14,2023-06-21,Dtdc,187.47,Lost,7,2023-06
Shp001926,Ord001926,2022-06-18,2022-06-24,Bluedart,751.82,Returned To Origin,6,2022-06
Shp001928,Ord001928,2024-03-27,2024-04-04,Ekart,674.61,In Transit,8,2024-03
Shp001929,Ord001929,2023-04-13,2023-04-23,Dtdc,524.28,Delayed,10,2023-04
Shp001930,Ord001930,2024-04-25,2024-05-03,Indiapost,519.9,Delivered,8,2024-04
Shp001931,Ord001931,2023-12-10,2023-12-13,Ekart,804.55,Lost,3,2023-12
Shp001932,Ord001932,2022-02-21,2022-02-28,Bluedart,732.95,Delayed,7,2022-02
Shp001933,Ord001933,2024-01-24,2024-01-27,Fedex,654.79,Lost,3,2024-01
Shp001934,Ord001934,2022-04-16,2022-05-01,Indiapost,168.57,Delivered,15,2022-04
Shp001935,Ord001935,2024-09-21,2024-09-29,Bluedart,196.34,Delivered,8,2024-09
Shp001936,Ord001936,2022-12-09,2022-12-16,Ekart,339.51,Returned To Origin,7,2022-12
Shp001938,Ord001938,2022-02-09,2022-02-24,Dtdc,390.99,Lost,15,2022-02
Shp001940,Ord001940,2022-01-30,2022-02-14,Ekart,585.9,Lost,15,2022-01
Shp001942,Ord001942,2022-08-20,2022-08-23,Ekart,210.15,Lost,3,2022-08
Shp001943,Ord001943,2023-08-08,2023-08-14,Dtdc,515.73,Delivered,6,2023-08
Shp001944,Ord001944,2022-05-28,2022-06-04,Ekart,228.99,Delivered,7,2022-05
Shp001945,Ord001945,2024-02-23,2024-02-26,Dtdc,726.92,Delivered,3,2024-02
Shp001946,Ord001946,2022-06-16,2022-07-01,Delhivery,725.86,In Transit,15,2022-06
Shp001947,Ord001947,2024-08-02,2024-08-04,Xpressbees,480.32,Delivered,2,2024-08
Shp001948,Ord001948,2023-10-17,2023-11-01,Indiapost,431.74,In Transit,15,2023-10
Shp001949,Ord001949,2023-10-26,2023-11-03,Ekart,741.51,In Transit,8,2023-10
Shp001950,Ord001950,2023-06-30,2023-07-07,Indiapost,437.73,In Transit,7,2023-06
Shp001951,Ord001951,2023-09-25,2023-10-05,Dtdc,642.67,In Transit,10,2023-09
Shp001954,Ord001954,2022-11-24,2022-11-29,Dtdc,243.84,Lost,5,2022-11
Shp001955,Ord001955,2024-02-28,2024-03-02,Indiapost,56.84,Delayed,3,2024-02
Shp001956,Ord001956,2023-09-21,2023-09-24,Delhivery,198.03,Delayed,3,2023-09
Shp001957,Ord001957,2024-11-20,2024-11-23,Xpressbees,153.04,Delayed,3,2024-11
Shp001958,Ord001958,2022-12-11,2022-12-17,Indiapost,124.13,Delivered,6,2022-12
Shp001959,Ord001959,2023-10-24,2023-10-28,Ekart,100.21,Delivered,4,2023-10
Shp001961,Ord001961,2023-03-13,2023-03-16,Indiapost,281.46,Delayed,3,2023-03
Shp001962,Ord001962,2022-02-16,2022-02-19,Indiapost,245.63,Delivered,3,2022-02
Shp001963,Ord001963,2022-09-16,2022-09-20,Bluedart,655.7,Returned To Origin,4,2022-09
Shp001964,Ord001964,2023-12-20,2023-12-30,Fedex,252.38,Delivered,10,2023-12
Shp001965,Ord001965,2024-06-01,2024-06-16,Xpressbees,468.48,Returned To Origin,15,2024-06
Shp001966,Ord001966,2024-05-02,2024-05-04,Delhivery,535.12,Returned To Origin,2,2024-05
Shp001967,Ord001967,2024-11-18,2024-11-20,Ekart,576.95,Returned To Origin,2,2024-11
Shp001968,Ord001968,2022-06-19,2022-06-23,Ekart,781.81,Lost,4,2022-06
Shp001969,Ord001969,2024-01-16,2024-01-19,Delhivery,852.98,Returned To Origin,3,2024-01
Shp001970,Ord001970,2022-06-04,2022-06-05,Bluedart,718.69,Delayed,1,2022-06
Shp001971,Ord001971,2023-06-21,2023-06-26,Delhivery,351.25,Delayed,5,2023-06
Shp001972,Ord001972,2022-03-02,2022-03-07,Ekart,752.16,Delayed,5,2022-03
Shp001973,Ord001973,2023-07-04,2023-07-05,Indiapost,729.2,Delayed,1,2023-07
Shp001974,Ord001974,2024-05-28,2024-06-07,Fedex,634.36,Delivered,10,2024-05
Shp001975,Ord001975,2023-11-21,2023-11-26,Fedex,630.3,Lost,5,2023-11
Shp001976,Ord001976,2024-10-09,2024-10-12,Fedex,620.64,In Transit,3,2024-10
Shp001977,Ord001977,2024-07-27,2024-08-02,Fedex,78.22,Delayed,6,2024-07
Shp001978,Ord001978,2022-11-13,2022-11-16,Fedex,503.71,Lost,3,2022-11
Shp001979,Ord001979,2023-03-07,2023-03-10,Bluedart,870.94,In Transit,3,2023-03
Shp001980,Ord001980,2024-10-02,2024-10-07,Ekart,308.34,Returned To Origin,5,2024-10
Shp001981,Ord001981,2022-12-01,2022-12-04,Delhivery,329.16,Delivered,3,2022-12
Shp001983,Ord001983,2022-07-11,2022-07-19,Dtdc,112.59,Lost,8,2022-07
Shp001984,Ord001984,2022-09-14,2022-09-17,Delhivery,608.8,Delayed,3,2022-09
Shp001986,Ord001986,2022-07-28,2022-08-03,Ekart,332.68,Returned To Origin,6,2022-07
Shp001987,Ord001987,2022-01-03,2022-01-06,Dtdc,892.12,Lost,3,2022-01
Shp001990,Ord001990,2023-03-22,2023-03-25,Delhivery,47.22,Delivered,3,2023-03
Shp001992,Ord001992,2023-06-02,2023-06-03,Xpressbees,673.47,Delivered,1,2023-06
Shp001993,Ord001993,2023-03-09,2023-03-10,Indiapost,116.53,Lost,1,2023-03
Shp001994,Ord001994,2023-10-27,2023-11-11,Xpressbees,469.17,In Transit,15,2023-10
Shp001995,Ord001995,2024-06-01,2024-06-04,Delhivery,253.14,Lost,3,2024-06
Shp001996,Ord001996,2023-05-11,2023-05-21,Indiapost,310.99,Delivered,10,2023-05
Shp001997,Ord001997,2023-05-22,2023-05-23,Delhivery,143.29,Delayed,1,2023-05
Shp001998,Ord001998,2022-07-19,2022-07-27,Dtdc,671.35,Delivered,8,2022-07
Shp001999,Ord001999,2022-06-18,2022-06-19,Fedex,128.52,Lost,1,2022-06
Shp002000,Ord002000,2023-10-24,2023-10-26,Dtdc,226.48,Delayed,2,2023-10
Shp002001,Ord002001,2023-05-12,2023-05-15,Indiapost,745.63,Returned To Origin,3,2023-05
Shp002002,Ord002002,2023-09-05,2023-09-08,Ekart,86.54,Delayed,3,2023-09
Shp002004,Ord002004,2022-08-31,2022-09-02,Ekart,711.35,Returned To Origin,2,2022-08
Shp002005,Ord002005,2022-03-08,2022-03-11,Bluedart,38.6,Delayed,3,2022-03
Shp002006,Ord002006,2022-08-02,2022-08-05,Fedex,640.47,Returned To Origin,3,2022-08
Shp002007,Ord002007,2024-03-14,2024-03-16,Indiapost,611.34,Returned To Origin,2,2024-03
Shp002008,Ord002008,2023-07-20,2023-07-21,Indiapost,82.69,Delayed,1,2023-07
Shp002009,Ord002009,2022-03-27,2022-03-30,Delhivery,565.4,Returned To Origin,3,2022-03
Shp002010,Ord002010,2024-08-19,2024-08-22,Indiapost,737.39,Lost,3,2024-08
Shp002011,Ord002011,2022-09-10,2022-09-12,Xpressbees,710.85,In Transit,2,2022-09
Shp002012,Ord002012,2023-08-15,2023-08-17,Delhivery,734.95,Lost,2,2023-08
Shp002013,Ord002013,2022-09-23,2022-10-01,Indiapost,130.05,In Transit,8,2022-09
Shp002014,Ord002014,2024-05-11,2024-05-13,Indiapost,774.1,Lost,2,2024-05
Shp002015,Ord002015,2024-07-13,2024-07-23,Ekart,884.8,In Transit,10,2024-07
Shp002016,Ord002016,2024-10-16,2024-10-23,Bluedart,413.08,In Transit,7,2024-10
Shp002017,Ord002017,2023-07-18,2023-07-25,Delhivery,718.81,Returned To Origin,7,2023-07
Shp002018,Ord002018,2022-04-08,2022-04-11,Delhivery,833.25,Delivered,3,2022-04
Shp002019,Ord002019,2022-03-10,2022-03-14,Dtdc,784.63,Returned To Origin,4,2022-03
Shp002020,Ord002020,2023-01-06,2023-01-16,Delhivery,277.25,Returned To Origin,10,2023-01
Shp002021,Ord002021,2024-10-19,2024-10-21,Ekart,258.11,Returned To Origin,2,2024-10
Shp002022,Ord002022,2024-05-22,2024-05-27,Fedex,711.1,In Transit,5,2024-05
Shp002024,Ord002024,2024-05-31,2024-06-01,Xpressbees,666.72,Lost,1,2024-05
Shp002025,Ord002025,2022-12-16,2022-12-18,Indiapost,823.93,In Transit,2,2022-12
Shp002026,Ord002026,2023-10-30,2023-11-14,Ekart,594.78,Returned To Origin,15,2023-10
Shp002027,Ord002027,2024-05-09,2024-05-15,Xpressbees,592.4,Delayed,6,2024-05
Shp002030,Ord002030,2024-11-24,2024-11-25,Ekart,584.86,Delayed,1,2024-11
Shp002031,Ord002031,2024-07-20,2024-07-23,Delhivery,453.75,In Transit,3,2024-07
Shp002032,Ord002032,2023-06-24,2023-06-25,Xpressbees,41.26,Returned To Origin,1,2023-06
Shp002033,Ord002033,2024-06-02,2024-06-10,Bluedart,680.16,Lost,8,2024-06
Shp002034,Ord002034,2022-02-11,2022-02-17,Delhivery,434.86,Delivered,6,2022-02
Shp002035,Ord002035,2022-10-12,2022-10-17,Delhivery,46.57,In Transit,5,2022-10
Shp002036,Ord002036,2024-03-18,2024-03-21,Ekart,146.08,Delayed,3,2024-03
Shp002037,Ord002037,2024-08-18,2024-08-22,Delhivery,363.34,Returned To Origin,4,2024-08
Shp002039,Ord002039,2022-07-29,2022-08-01,Bluedart,,Lost,3,2022-07
Shp002040,Ord002040,2024-03-20,2024-03-23,Indiapost,190.99,In Transit,3,2024-03
Shp002042,Ord002042,2022-02-19,2022-03-01,Xpressbees,378.98,In Transit,10,2022-02
Shp002043,Ord002043,2023-10-04,2023-10-09,Bluedart,897.62,Delivered,5,2023-10
Shp002044,Ord002044,2024-07-22,2024-08-01,Indiapost,775.12,Delivered,10,2024-07
Shp002046,Ord002046,2024-01-12,2024-01-18,Fedex,503.7,In Transit,6,2024-01
Shp002047,Ord002047,2023-12-14,2023-12-20,Bluedart,109.52,Delivered,6,2023-12
Shp002049,Ord002049,2022-09-01,2022-09-02,Indiapost,877.42,Delivered,1,2022-09
Shp002050,Ord002050,2022-12-17,2022-12-22,Delhivery,476.09,Returned To Origin,5,2022-12
Shp002051,Ord002051,2022-03-30,2022-04-02,Delhivery,620.69,Delayed,3,2022-03
Shp002053,Ord002053,2022-08-19,2022-08-23,Fedex,861.56,Returned To Origin,4,2022-08
Shp002054,Ord002054,2022-12-13,2022-12-15,Delhivery,514.3,In Transit,2,2022-12
Shp002055,Ord002055,2023-02-15,2023-02-18,Xpressbees,747.16,Delivered,3,2023-02
Shp002056,Ord002056,2024-02-08,2024-02-11,Delhivery,456.36,In Transit,3,2024-02
Shp002059,Ord002059,2024-10-10,2024-10-11,Ekart,583.99,Delayed,1,2024-10
Shp002060,Ord002060,2022-07-18,2022-07-22,Xpressbees,702.81,Delivered,4,2022-07
Shp002061,Ord002061,2022-04-06,2022-04-09,Ekart,738.29,In Transit,3,2022-04
Shp002062,Ord002062,2022-03-08,2022-03-16,Fedex,210.76,Lost,8,2022-03
Shp002063,Ord002063,2024-07-15,2024-07-30,Delhivery,98.96,Lost,15,2024-07
Shp002064,Ord002064,2022-04-08,2022-04-12,Dtdc,672.51,Lost,4,2022-04
Shp002065,Ord002065,2022-02-18,2022-02-23,Xpressbees,48.63,In Transit,5,2022-02
Shp002066,Ord002066,2024-12-28,2025-01-03,Indiapost,411.58,Delayed,6,2024-12
Shp002067,Ord002067,2022-03-05,2022-03-12,Fedex,466.56,Returned To Origin,7,2022-03
Shp002068,Ord002068,2022-04-01,2022-04-11,Delhivery,52.63,Delivered,10,2022-04
Shp002069,Ord002069,2024-06-15,2024-06-18,Dtdc,110.61,Delivered,3,2024-06
Shp002070,Ord002070,2024-05-27,2024-05-31,Ekart,283.45,Lost,4,2024-05
Shp002071,Ord002071,2024-03-24,2024-03-31,Ekart,398.87,Returned To Origin,7,2024-03
Shp002072,Ord002072,2023-07-03,2023-07-10,Dtdc,,In Transit,7,2023-07
Shp002073,Ord002073,2022-01-30,2022-02-04,Ekart,60.68,Delivered,5,2022-01
Shp002074,Ord002074,2023-02-23,2023-02-24,Fedex,43.84,Delivered,1,2023-02
Shp002075,Ord002075,2022-01-12,2022-01-15,Indiapost,814.87,In Transit,3,2022-01
Shp002076,Ord002076,2024-04-21,2024-04-26,Ekart,510.43,Delayed,5,2024-04
Shp002077,Ord002077,2022-07-19,2022-07-22,Indiapost,764.78,Returned To Origin,3,2022-07
Shp002078,Ord002078,2024-01-10,2024-01-12,Delhivery,290.02,Delayed,2,2024-01
Shp002079,Ord002079,2022-11-13,2022-11-15,Bluedart,,Returned To Origin,2,2022-11
Shp002081,Ord002081,2024-08-12,2024-08-16,Xpressbees,297.22,Delayed,4,2024-08
Shp002082,Ord002082,2022-09-06,2022-09-12,Dtdc,183.34,Returned To Origin,6,2022-09
Shp002083,Ord002083,2022-03-20,2022-03-22,Delhivery,564.87,Returned To Origin,2,2022-03
Shp002084,Ord002084,2022-01-09,2022-01-16,Indiapost,394.59,In Transit,7,2022-01
Shp002085,Ord002085,2024-04-26,2024-04-29,Delhivery,168.06,Returned To Origin,3,2024-04
